State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Rhode Island,9/26/2020,"3,098",9/19/2020,"31,964","474,428",6.74
Rhode Island,10/3/2020,"2,801",9/26/2020,"26,879","474,428",5.67
Rhode Island,10/10/2020,"3,059",10/3/2020,"22,523","474,882",4.74
Rhode Island,10/17/2020,"2,437",10/10/2020,"19,638","474,882",4.14
Rhode Island,10/24/2020,"3,127",10/17/2020,"17,947","474,882",3.78
Rhode Island,10/31/2020,"3,172",10/24/2020,"16,470","474,882",3.47
South Carolina,1/4/2020,"7,471",12/28/2019,"18,922","2,070,232",0.91
South Carolina,1/11/2020,"4,629",1/4/2020,"21,587","2,077,535",1.04
South Carolina,1/18/2020,"3,126",1/11/2020,"18,780","2,077,535",0.9
South Carolina,1/25/2020,"2,248",1/18/2020,"17,113","2,077,535",0.82
South Carolina,2/1/2020,"2,099",1/25/2020,"17,061","2,077,535",0.82
South Carolina,2/8/2020,"2,054",2/1/2020,"16,669","2,077,535",0.8
South Carolina,2/15/2020,"2,088",2/8/2020,"16,547","2,077,535",0.8
South Carolina,2/22/2020,"1,824",2/15/2020,"16,239","2,077,535",0.78
South Carolina,2/29/2020,"1,977",2/22/2020,"15,779","2,077,535",0.76
South Carolina,3/7/2020,"1,889",2/29/2020,"15,341","2,077,535",0.74
South Carolina,3/14/2020,"2,093",3/7/2020,"15,032","2,077,535",0.72
South Carolina,3/21/2020,"31,826",3/14/2020,"15,111","2,077,535",0.73
South Carolina,3/28/2020,"66,475",3/21/2020,"30,341","2,077,535",1.46
South Carolina,4/4/2020,"86,573",3/28/2020,"75,521","2,077,535",3.64
South Carolina,4/11/2020,"89,147",4/4/2020,"126,994","2,087,060",6.08
South Carolina,4/18/2020,"74,362",4/11/2020,"179,769","2,087,060",8.61
South Carolina,4/25/2020,"66,438",4/18/2020,"240,956","2,087,060",11.55
South Carolina,5/2/2020,"47,673",4/25/2020,"260,409","2,087,060",12.48
South Carolina,5/9/2020,"33,191",5/2/2020,"268,701","2,087,060",12.87
South Carolina,5/16/2020,"29,899",5/9/2020,"256,676","2,087,060",12.3
South Carolina,5/23/2020,"25,380",5/16/2020,"241,793","2,087,060",11.59
South Carolina,5/30/2020,"18,910",5/23/2020,"214,814","2,087,060",10.29
South Carolina,6/6/2020,"23,188",5/30/2020,"212,570","2,087,060",10.19
South Carolina,6/13/2020,"19,853",6/6/2020,"200,903","2,087,060",9.63
South Carolina,6/20/2020,"17,611",6/13/2020,"198,224","2,087,060",9.5
South Carolina,6/27/2020,"17,654",6/20/2020,"197,125","2,087,060",9.45
South Carolina,7/4/2020,"16,015",6/27/2020,"187,282","2,087,060",8.97
South Carolina,7/11/2020,"19,272",7/4/2020,"201,097","2,093,284",9.61
South Carolina,7/18/2020,"14,307",7/11/2020,"200,340","2,093,284",9.57
South Carolina,7/25/2020,"12,195",7/18/2020,"197,886","2,093,284",9.45
South Carolina,8/1/2020,"8,909",7/25/2020,"191,064","2,093,284",9.13
South Carolina,8/8/2020,"5,896",8/1/2020,"170,983","2,093,284",8.17
South Carolina,8/15/2020,"7,231",8/8/2020,"161,012","2,093,284",7.69
South Carolina,8/22/2020,"5,496",8/15/2020,"143,801","2,093,284",6.87
South Carolina,8/29/2020,"5,000",8/22/2020,"128,226","2,093,284",6.13
South Carolina,9/5/2020,"5,085",8/29/2020,"115,428","2,093,284",5.51
South Carolina,9/12/2020,"4,261",9/5/2020,"101,456","2,093,284",4.85
South Carolina,9/19/2020,"4,906",9/12/2020,"94,304","2,093,284",4.51
South Carolina,9/26/2020,"4,905",9/19/2020,"85,052","2,093,284",4.06
South Carolina,10/3/2020,"4,908",9/26/2020,"75,968","2,093,284",3.63
South Carolina,10/10/2020,"4,667",10/3/2020,"70,120","2,095,065",3.35
South Carolina,10/17/2020,"3,890",10/10/2020,"66,012","2,095,065",3.15
South Carolina,10/24/2020,"3,675",10/17/2020,"61,400","2,095,065",2.93
South Carolina,10/31/2020,"3,260",10/24/2020,"55,863","2,095,065",2.67
South Dakota,1/4/2020,398,12/28/2019,"2,798","416,296",0.67
South Dakota,1/11/2020,468,1/4/2020,"2,970","417,030",0.71
South Dakota,1/18/2020,338,1/11/2020,"2,995","417,030",0.72
South Dakota,1/25/2020,291,1/18/2020,"3,071","417,030",0.74
South Dakota,2/1/2020,217,1/25/2020,"3,155","417,030",0.76
South Dakota,2/8/2020,223,2/1/2020,"3,117","417,030",0.75
South Dakota,2/15/2020,194,2/8/2020,"3,196","417,030",0.77
South Dakota,2/22/2020,191,2/15/2020,"3,164","417,030",0.76
South Dakota,2/29/2020,159,2/22/2020,"3,116","417,030",0.75
South Dakota,3/7/2020,185,2/29/2020,"3,059","417,030",0.73
South Dakota,3/14/2020,190,3/7/2020,"2,870","417,030",0.69
South Dakota,3/21/2020,"1,761",3/14/2020,"2,674","417,030",0.64
South Dakota,3/28/2020,"6,801",3/21/2020,"3,538","417,030",0.85
South Dakota,4/4/2020,"8,138",3/28/2020,"7,568","417,030",1.81
South Dakota,4/11/2020,"6,359",4/4/2020,"14,431","417,997",3.45
South Dakota,4/18/2020,"5,295",4/11/2020,"19,664","417,997",4.7
South Dakota,4/25/2020,"5,535",4/18/2020,"22,707","417,997",5.43
South Dakota,5/2/2020,"3,929",4/25/2020,"23,791","417,997",5.69
South Dakota,5/9/2020,"5,269",5/2/2020,"23,388","417,997",5.6
South Dakota,5/16/2020,"3,891",5/9/2020,"25,186","417,997",6.03
South Dakota,5/23/2020,"3,471",5/16/2020,"22,454","417,997",5.37
South Dakota,5/30/2020,"1,498",5/23/2020,"19,629","417,997",4.7
South Dakota,6/6/2020,880,5/30/2020,"20,573","417,997",4.92
South Dakota,6/13/2020,"1,065",6/6/2020,"18,649","417,997",4.46
South Dakota,6/20/2020,910,6/13/2020,"17,163","417,997",4.11
South Dakota,6/27/2020,644,6/20/2020,"17,142","417,997",4.1
South Dakota,7/4/2020,835,6/27/2020,"15,942","417,997",3.81
South Dakota,7/11/2020,"1,216",7/4/2020,"18,722","418,749",4.47
South Dakota,7/18/2020,772,7/11/2020,"16,600","418,749",3.96
South Dakota,7/25/2020,808,7/18/2020,"15,643","418,749",3.74
South Dakota,8/1/2020,775,7/25/2020,"15,464","418,749",3.69
South Dakota,8/8/2020,973,8/1/2020,"14,715","418,749",3.51
South Dakota,8/15/2020,784,8/8/2020,"8,949","418,749",2.14
South Dakota,8/22/2020,802,8/15/2020,"9,117","418,749",2.18
South Dakota,8/29/2020,630,8/22/2020,"10,778","418,749",2.57
South Dakota,9/5/2020,585,8/29/2020,"9,165","418,749",2.19
South Dakota,9/12/2020,376,9/5/2020,"6,673","418,749",1.59
South Dakota,9/19/2020,551,9/12/2020,"6,950","418,749",1.66
South Dakota,9/26/2020,267,9/19/2020,"6,167","418,749",1.47
South Dakota,10/3/2020,444,9/26/2020,"5,078","418,749",1.21
South Dakota,10/10/2020,443,10/3/2020,"5,469","419,422",1.3
South Dakota,10/17/2020,485,10/10/2020,"4,320","419,422",1.03
South Dakota,10/24/2020,482,10/17/2020,"4,539","419,422",1.08
South Dakota,10/31/2020,856,10/24/2020,"3,813","419,422",0.91
Tennessee,1/4/2020,"3,084",12/28/2019,"22,163","3,250,062",0.68
Tennessee,1/11/2020,"3,711",1/4/2020,"22,398","3,263,988",0.69
Tennessee,1/18/2020,"3,093",1/11/2020,"20,441","3,263,988",0.63
Tennessee,1/25/2020,"2,484",1/18/2020,"20,786","3,263,988",0.64
Tennessee,2/1/2020,"2,362",1/25/2020,"21,364","3,263,988",0.65
Tennessee,2/8/2020,"2,161",2/1/2020,"20,670","3,263,988",0.63
Tennessee,2/15/2020,"2,140",2/8/2020,"20,485","3,263,988",0.63
Tennessee,2/22/2020,"1,855",2/15/2020,"20,139","3,263,988",0.62
Tennessee,2/29/2020,"2,014",2/22/2020,"20,413","3,263,988",0.63
Tennessee,3/7/2020,"2,032",2/29/2020,"19,035","3,263,988",0.58
Tennessee,3/14/2020,"2,702",3/7/2020,"18,450","3,263,988",0.57
Tennessee,3/21/2020,"38,077",3/14/2020,"18,350","3,263,988",0.56
Tennessee,3/28/2020,"92,500",3/21/2020,"37,541","3,263,988",1.15
Tennessee,4/4/2020,"112,186",3/28/2020,"116,179","3,263,988",3.56
Tennessee,4/11/2020,"71,887",4/4/2020,"206,472","3,278,927",6.3
Tennessee,4/18/2020,"67,226",4/11/2020,"279,895","3,278,927",8.54
Tennessee,4/25/2020,"42,805",4/18/2020,"341,033","3,278,927",10.4
Tennessee,5/2/2020,"36,323",4/25/2020,"340,249","3,278,927",10.38
Tennessee,5/9/2020,"28,377",5/2/2020,"343,212","3,278,927",10.47
Tennessee,5/16/2020,"27,990",5/9/2020,"332,745","3,278,927",10.15
Tennessee,5/23/2020,"25,439",5/16/2020,"327,768","3,278,927",10
Tennessee,5/30/2020,"22,255",5/23/2020,"322,117","3,278,927",9.82
Tennessee,6/6/2020,"20,908",5/30/2020,"310,065","3,278,927",9.46
Tennessee,6/13/2020,"19,413",6/6/2020,"297,873","3,278,927",9.08
Tennessee,6/20/2020,"20,506",6/13/2020,"283,631","3,278,927",8.65
Tennessee,6/27/2020,"21,544",6/20/2020,"279,199","3,278,927",8.51
Tennessee,7/4/2020,"24,920",6/27/2020,"273,815","3,278,927",8.35
Tennessee,7/11/2020,"22,060",7/4/2020,"268,220","3,310,273",8.1
Tennessee,7/18/2020,"25,773",7/11/2020,"260,009","3,310,273",7.85
Tennessee,7/25/2020,"20,091",7/18/2020,"258,469","3,310,273",7.81
Tennessee,8/1/2020,"12,208",7/25/2020,"242,385","3,310,273",7.32
Tennessee,8/8/2020,"10,620",8/1/2020,"224,750","3,310,273",6.79
Tennessee,8/15/2020,"14,413",8/8/2020,"219,023","3,310,827",6.62
Tennessee,8/22/2020,"11,588",8/15/2020,"204,952","3,310,827",6.19
Tennessee,8/29/2020,"12,876",8/22/2020,"199,408","3,310,827",6.02
Tennessee,9/5/2020,"12,310",8/29/2020,"192,911","3,310,827",5.83
Tennessee,9/12/2020,"11,316",9/5/2020,"178,952","3,310,827",5.41
Tennessee,9/19/2020,"11,793",9/12/2020,"167,778","3,310,827",5.07
Tennessee,9/26/2020,"10,311",9/19/2020,"151,690","3,310,827",4.58
Tennessee,10/3/2020,"10,077",9/26/2020,"139,780","3,310,827",4.22
Tennessee,10/10/2020,"10,810",10/3/2020,"100,911","3,322,994",3.04
Tennessee,10/17/2020,"10,412",10/10/2020,"88,163","3,322,994",2.65
Tennessee,10/24/2020,"8,113",10/17/2020,"80,068","3,322,994",2.41
Tennessee,10/31/2020,"7,447",10/24/2020,"72,550","3,322,994",2.18
Texas,1/4/2020,"12,367",12/28/2019,"141,473","12,168,097",1.16
Texas,1/11/2020,"21,902",1/4/2020,"140,768","12,236,594",1.15
Texas,1/18/2020,"15,783",1/11/2020,"145,126","12,236,594",1.19
Texas,1/25/2020,"13,070",1/18/2020,"132,656","12,236,594",1.08
Texas,2/1/2020,"13,818",1/25/2020,"140,826","12,236,594",1.15
Texas,2/8/2020,"13,869",2/1/2020,"128,666","12,236,594",1.05
Texas,2/15/2020,"12,790",2/8/2020,"133,475","12,236,594",1.09
Texas,2/22/2020,"12,047",2/15/2020,"127,275","12,236,594",1.04
Texas,2/29/2020,"12,692",2/22/2020,"133,247","12,236,594",1.09
Texas,3/7/2020,"14,355",2/29/2020,"125,252","12,236,594",1.02
Texas,3/14/2020,"16,176",3/7/2020,"127,905","12,236,594",1.05
Texas,3/21/2020,"155,426",3/14/2020,"126,427","12,236,594",1.03
Texas,3/28/2020,"276,185",3/21/2020,"144,697","12,236,594",1.18
Texas,4/4/2020,"315,167",3/28/2020,"374,656","12,236,594",3.06
Texas,4/11/2020,"274,257",4/4/2020,"632,470","12,304,547",5.14
Texas,4/18/2020,"280,761",4/11/2020,"911,923","12,304,547",7.41
Texas,4/25/2020,"254,084",4/18/2020,"962,122","12,304,547",7.82
Texas,5/2/2020,"243,935",4/25/2020,"1,133,324","12,304,547",9.21
Texas,5/9/2020,"141,553",5/2/2020,"1,181,609","12,304,547",9.6
Texas,5/16/2020,"134,065",5/9/2020,"1,300,576","12,304,547",10.57
Texas,5/23/2020,"127,717",5/16/2020,"1,272,557","12,304,547",10.34
Texas,5/30/2020,"106,677",5/23/2020,"1,401,773","12,304,547",11.39
Texas,6/6/2020,"89,676",5/30/2020,"1,215,507","12,304,547",9.88
Texas,6/13/2020,"94,723",6/6/2020,"1,297,296","12,304,547",10.54
Texas,6/20/2020,"89,547",6/13/2020,"1,221,813","12,304,547",9.93
Texas,6/27/2020,"96,593",6/20/2020,"1,301,714","12,304,547",10.58
Texas,7/4/2020,"117,099",6/27/2020,"1,237,931","12,304,547",10.06
Texas,7/11/2020,"105,516",7/4/2020,"1,313,086","12,372,188",10.61
Texas,7/18/2020,"87,908",7/11/2020,"1,247,269","12,372,188",10.08
Texas,7/25/2020,"76,804",7/18/2020,"1,338,900","12,372,188",10.82
Texas,8/1/2020,"62,709",7/25/2020,"1,228,250","12,372,188",9.93
Texas,8/8/2020,"52,304",8/1/2020,"1,221,540","12,372,188",9.87
Texas,8/15/2020,"61,400",8/8/2020,"1,101,708","12,372,188",8.9
Texas,8/22/2020,"52,152",8/15/2020,"1,091,961","12,372,188",8.83
Texas,8/29/2020,"56,673",8/22/2020,"1,017,360","12,372,188",8.22
Texas,9/5/2020,"65,291",8/29/2020,"1,043,117","12,372,188",8.43
Texas,9/12/2020,"49,386",9/5/2020,"976,588","12,372,188",7.89
Texas,9/19/2020,"48,426",9/12/2020,"953,168","12,372,188",7.7
Texas,9/26/2020,"41,351",9/19/2020,"902,269","12,372,188",7.29
Texas,10/3/2020,"42,338",9/26/2020,"803,025","12,372,188",6.49
Texas,10/10/2020,"44,692",10/3/2020,"718,231","12,428,366",5.78
Texas,10/17/2020,"45,308",10/10/2020,"682,194","12,428,366",5.49
Texas,10/24/2020,"35,195",10/17/2020,"607,655","12,428,366",4.89
Texas,10/31/2020,"37,601",10/24/2020,"558,341","12,428,366",4.49
Utah,1/4/2020,"1,518",12/28/2019,"11,328","1,454,279",0.78
Utah,1/11/2020,"1,834",1/4/2020,"11,787","1,459,679",0.81
Utah,1/18/2020,"1,458",1/11/2020,"12,061","1,459,679",0.83
Utah,1/25/2020,"1,271",1/18/2020,"12,061","1,459,679",0.83
Utah,2/1/2020,"1,290",1/25/2020,"11,872","1,459,679",0.81
Utah,2/8/2020,"1,303",2/1/2020,"12,187","1,459,679",0.83
Utah,2/15/2020,"1,097",2/8/2020,"12,131","1,459,679",0.83
Utah,2/22/2020,"1,008",2/15/2020,"11,960","1,459,679",0.82
Utah,2/29/2020,885,2/22/2020,"11,451","1,459,679",0.78
Utah,3/7/2020,"1,015",2/29/2020,"11,077","1,459,679",0.76
Utah,3/14/2020,"1,305",3/7/2020,"10,701","1,459,679",0.73
Utah,3/21/2020,"19,690",3/14/2020,"10,826","1,459,679",0.74
Utah,3/28/2020,"28,532",3/21/2020,"24,635","1,459,679",1.69
Utah,4/4/2020,"33,040",3/28/2020,"45,161","1,459,679",3.09
Utah,4/11/2020,"24,515",4/4/2020,"72,798","1,474,336",4.94
Utah,4/18/2020,"19,649",4/11/2020,"88,281","1,474,336",5.99
Utah,4/25/2020,"11,738",4/18/2020,"89,495","1,474,336",6.07
Utah,5/2/2020,"8,992",4/25/2020,"92,872","1,474,336",6.3
Utah,5/9/2020,"7,076",5/2/2020,"91,591","1,474,336",6.21
Utah,5/16/2020,"6,228",5/9/2020,"86,298","1,474,336",5.85
Utah,5/23/2020,"5,405",5/16/2020,"82,054","1,474,336",5.57
Utah,5/30/2020,"4,948",5/23/2020,"79,316","1,474,336",5.38
Utah,6/6/2020,"5,382",5/30/2020,"78,145","1,474,336",5.3
Utah,6/13/2020,"4,803",6/6/2020,"75,383","1,474,336",5.11
Utah,6/20/2020,"4,915",6/13/2020,"73,619","1,474,336",4.99
Utah,6/27/2020,"4,965",6/20/2020,"72,216","1,474,336",4.9
Utah,7/4/2020,"4,802",6/27/2020,"70,639","1,474,336",4.79
Utah,7/11/2020,"4,792",7/4/2020,"69,999","1,483,888",4.72
Utah,7/18/2020,"4,483",7/11/2020,"68,097","1,483,888",4.59
Utah,7/25/2020,"3,709",7/18/2020,"66,351","1,483,888",4.47
Utah,8/1/2020,"3,098",7/25/2020,"64,015","1,483,888",4.31
Utah,8/8/2020,"2,881",8/1/2020,"57,868","1,483,888",3.9
Utah,8/15/2020,"2,983",8/8/2020,"51,910","1,483,888",3.5
Utah,8/22/2020,"2,980",8/15/2020,"46,806","1,483,888",3.15
Utah,8/29/2020,"2,587",8/22/2020,"40,081","1,483,888",2.7
Utah,9/5/2020,"2,593",8/29/2020,"34,778","1,483,888",2.34
Utah,9/12/2020,"2,283",9/5/2020,"30,858","1,483,888",2.08
Utah,9/19/2020,"2,545",9/12/2020,"28,362","1,483,888",1.91
Utah,9/26/2020,"2,460",9/19/2020,"25,803","1,483,888",1.74
Utah,10/3/2020,"2,575",9/26/2020,"23,562","1,483,888",1.59
Utah,10/10/2020,"2,726",10/3/2020,"21,265","1,486,205",1.43
Utah,10/17/2020,"2,490",10/10/2020,"19,081","1,486,205",1.28
Utah,10/24/2020,"2,371",10/17/2020,"17,474","1,486,205",1.18
Utah,10/31/2020,"2,360",10/24/2020,"16,327","1,486,205",1.1
Vermont,1/4/2020,680,12/28/2019,"5,417","303,175",1.79
Vermont,1/11/2020,649,1/4/2020,"5,609","303,508",1.85
Vermont,1/18/2020,755,1/11/2020,"4,961","303,508",1.63
Vermont,1/25/2020,518,1/18/2020,"4,986","303,508",1.64
Vermont,2/1/2020,481,1/25/2020,"5,006","303,508",1.65
Vermont,2/8/2020,475,2/1/2020,"4,824","303,508",1.59
Vermont,2/15/2020,543,2/8/2020,"4,931","303,508",1.62
Vermont,2/22/2020,610,2/15/2020,"4,872","303,508",1.61
Vermont,2/29/2020,863,2/22/2020,"5,039","303,508",1.66
Vermont,3/7/2020,446,2/29/2020,"5,219","303,508",1.72
Vermont,3/14/2020,659,3/7/2020,"4,896","303,508",1.61
Vermont,3/21/2020,"3,784",3/14/2020,"4,810","303,508",1.58
Vermont,3/28/2020,"14,633",3/21/2020,"13,797","303,508",4.55
Vermont,4/4/2020,"16,474",3/28/2020,"21,953","303,508",7.23
Vermont,4/11/2020,"9,662",4/4/2020,"31,204","303,379",10.29
Vermont,4/18/2020,"6,598",4/11/2020,"64,313","303,379",21.2
Vermont,4/25/2020,"5,117",4/18/2020,"76,457","303,379",25.2
Vermont,5/2/2020,"3,875",4/25/2020,"60,535","303,379",19.95
Vermont,5/9/2020,"2,913",5/2/2020,"57,040","303,379",18.8
Vermont,5/16/2020,"2,199",5/9/2020,"55,103","303,379",18.16
Vermont,5/23/2020,"1,552",5/16/2020,"50,285","303,379",16.57
Vermont,5/30/2020,"1,465",5/23/2020,"46,316","303,379",15.27
Vermont,6/6/2020,"1,650",5/30/2020,"45,207","303,379",14.9
Vermont,6/13/2020,"1,859",6/6/2020,"43,338","303,379",14.29
Vermont,6/20/2020,"1,389",6/13/2020,"42,681","303,379",14.07
Vermont,6/27/2020,"2,163",6/20/2020,"42,420","303,379",13.98
Vermont,7/4/2020,"1,876",6/27/2020,"39,089","303,379",12.88
Vermont,7/11/2020,"1,830",7/4/2020,"38,335","303,295",12.64
Vermont,7/18/2020,"1,637",7/11/2020,"38,405","303,295",12.66
Vermont,7/25/2020,"1,519",7/18/2020,"37,797","303,295",12.46
Vermont,8/1/2020,"1,260",7/25/2020,"35,847","303,295",11.82
Vermont,8/8/2020,904,8/1/2020,"31,783","303,295",10.48
Vermont,8/15/2020,723,8/8/2020,"29,962","303,295",9.88
Vermont,8/22/2020,686,8/15/2020,"28,390","303,295",9.36
Vermont,8/29/2020,749,8/22/2020,"26,970","303,295",8.89
Vermont,9/5/2020,731,8/29/2020,"25,575","303,295",8.43
Vermont,9/12/2020,612,9/5/2020,"23,961","303,295",7.9
Vermont,9/19/2020,644,9/12/2020,"22,541","303,295",7.43
Vermont,9/26/2020,601,9/19/2020,"20,616","303,295",6.8
Vermont,10/3/2020,606,9/26/2020,"17,676","303,295",5.83
Vermont,10/10/2020,543,10/3/2020,"15,460","302,674",5.11
Vermont,10/17/2020,601,10/10/2020,"13,438","302,674",4.44
Vermont,10/24/2020,706,10/17/2020,"12,535","302,674",4.14
Vermont,10/31/2020,750,10/24/2020,"11,555","302,674",3.82
Virgin Islands,1/4/2020,10,12/28/2019,468,"33,306",1.41
Virgin Islands,1/11/2020,24,1/4/2020,534,"34,238",1.56
Virgin Islands,1/18/2020,40,1/11/2020,562,"34,238",1.64
Virgin Islands,1/25/2020,44,1/18/2020,552,"34,238",1.61
Virgin Islands,2/1/2020,35,1/25/2020,516,"34,238",1.51
Virgin Islands,2/8/2020,45,2/1/2020,522,"34,238",1.52
Virgin Islands,2/15/2020,40,2/8/2020,508,"34,238",1.48
Virgin Islands,2/22/2020,55,2/15/2020,508,"34,238",1.48
Virgin Islands,2/29/2020,37,2/22/2020,562,"34,238",1.64
Virgin Islands,3/7/2020,64,2/29/2020,586,"34,238",1.71
Virgin Islands,3/14/2020,44,3/7/2020,592,"34,238",1.73
Virgin Islands,3/21/2020,123,3/14/2020,584,"34,238",1.71
Virgin Islands,3/28/2020,250,3/21/2020,512,"34,238",1.5
Virgin Islands,4/4/2020,72,3/28/2020,658,"34,238",1.92
Virgin Islands,4/11/2020,6,4/4/2020,776,"35,422",2.19
Virgin Islands,4/18/2020,13,4/11/2020,"1,322","35,422",3.73
Virgin Islands,4/25/2020,103,4/18/2020,"1,468","35,422",4.14
Virgin Islands,5/2/2020,45,4/25/2020,"1,882","35,422",5.31
Virgin Islands,5/9/2020,70,5/2/2020,"2,812","35,422",7.94
Virgin Islands,5/16/2020,66,5/9/2020,"3,572","35,422",10.08
Virgin Islands,5/23/2020,47,5/16/2020,"4,534","35,422",12.8
Virgin Islands,5/30/2020,32,5/23/2020,"4,642","35,422",13.1
Virgin Islands,6/6/2020,32,5/30/2020,"5,564","35,422",15.71
Virgin Islands,6/13/2020,53,6/6/2020,"5,734","35,422",16.19
Virgin Islands,6/20/2020,63,6/13/2020,"6,294","35,422",17.77
Virgin Islands,6/27/2020,57,6/20/2020,"6,194","35,422",17.49
Virgin Islands,7/4/2020,38,6/27/2020,"4,638","35,422",13.09
Virgin Islands,7/11/2020,70,7/4/2020,"5,574","36,677",15.2
Virgin Islands,7/18/2020,110,7/11/2020,"5,330","36,677",14.53
Virgin Islands,7/25/2020,48,7/18/2020,"4,842","36,677",13.2
Virgin Islands,8/1/2020,20,7/25/2020,"3,518","36,677",9.59
Virgin Islands,8/8/2020,41,8/1/2020,"5,048","36,677",13.76
Virgin Islands,8/15/2020,227,8/8/2020,"4,710","36,677",12.84
Virgin Islands,8/22/2020,193,8/15/2020,"4,318","36,677",11.77
Virgin Islands,8/29/2020,363,8/22/2020,"4,618","36,677",12.59
Virgin Islands,9/5/2020,327,8/29/2020,"3,746","36,677",10.21
Virgin Islands,9/12/2020,192,9/5/2020,"4,130","36,677",11.26
Virgin Islands,9/19/2020,309,9/12/2020,"4,358","36,677",11.88
Virgin Islands,9/26/2020,346,9/19/2020,"4,440","36,677",12.11
Virgin Islands,10/3/2020,255,9/26/2020,"3,190","36,677",8.7
Virgin Islands,10/10/2020,163,10/3/2020,"2,438","37,542",6.49
Virgin Islands,10/17/2020,133,10/10/2020,"2,198","37,542",5.85
Virgin Islands,10/24/2020,127,10/17/2020,"3,586","37,542",9.55
Virgin Islands,10/31/2020,101,10/24/2020,"2,668","37,542",7.11
Virginia,1/4/2020,"3,188",12/28/2019,"22,171","3,722,198",0.6
Virginia,1/11/2020,"3,643",1/4/2020,"23,577","3,731,069",0.63
Virginia,1/18/2020,"2,831",1/11/2020,"22,218","3,731,069",0.6
Virginia,1/25/2020,"3,059",1/18/2020,"21,661","3,731,069",0.58
Virginia,2/1/2020,"2,575",1/25/2020,"22,263","3,731,069",0.6
Virginia,2/8/2020,"3,097",2/1/2020,"22,049","3,731,069",0.59
Virginia,2/15/2020,"2,693",2/8/2020,"22,481","3,731,069",0.6
Virginia,2/22/2020,"2,079",2/15/2020,"22,493","3,731,069",0.6
Virginia,2/29/2020,"3,267",2/22/2020,"22,203","3,731,069",0.6
Virginia,3/7/2020,"2,527",2/29/2020,"22,714","3,731,069",0.61
Virginia,3/14/2020,"2,706",3/7/2020,"21,336","3,731,069",0.57
Virginia,3/21/2020,"46,277",3/14/2020,"21,628","3,731,069",0.58
Virginia,3/28/2020,"112,497",3/21/2020,"41,827","3,731,069",1.12
Virginia,4/4/2020,"147,369",3/28/2020,"133,184","3,731,069",3.57
Virginia,4/11/2020,"104,619",4/4/2020,"236,791","3,731,069",6.35
Virginia,4/18/2020,"82,729",4/11/2020,"297,993","3,739,821",7.97
Virginia,4/25/2020,"72,488",4/18/2020,"341,295","3,739,821",9.13
Virginia,5/2/2020,"59,631",4/25/2020,"376,689","3,739,821",10.07
Virginia,5/9/2020,"52,139",5/2/2020,"392,673","3,739,821",10.5
Virginia,5/16/2020,"44,699",5/9/2020,"403,557","3,739,821",10.79
Virginia,5/23/2020,"39,242",5/16/2020,"402,926","3,739,821",10.77
Virginia,5/30/2020,"31,379",5/23/2020,"398,411","3,739,821",10.65
Virginia,6/6/2020,"29,231",5/30/2020,"396,056","3,739,821",10.59
Virginia,6/13/2020,"27,186",6/6/2020,"386,893","3,739,821",10.35
Virginia,6/20/2020,"25,293",6/13/2020,"375,579","3,739,821",10.04
Virginia,6/27/2020,"31,955",6/20/2020,"366,714","3,739,821",9.81
Virginia,7/4/2020,"31,825",6/27/2020,"378,607","3,739,821",10.12
Virginia,7/11/2020,"32,292",7/4/2020,"372,070","3,751,738",9.92
Virginia,7/18/2020,"37,946",7/11/2020,"357,098","3,751,738",9.52
Virginia,7/25/2020,"42,966",7/18/2020,"344,826","3,751,738",9.19
Virginia,8/1/2020,"23,918",7/25/2020,"331,401","3,751,738",8.83
Virginia,8/8/2020,"13,265",8/1/2020,"264,410","3,751,738",7.05
Virginia,8/15/2020,"15,151",8/8/2020,"265,225","3,751,738",7.07
Virginia,8/22/2020,"11,436",8/15/2020,"249,745","3,751,738",6.66
Virginia,8/29/2020,"10,305",8/22/2020,"233,467","3,751,738",6.22
Virginia,9/5/2020,"11,135",8/29/2020,"217,485","3,751,738",5.8
Virginia,9/12/2020,"10,100",9/5/2020,"201,616","3,751,738",5.37
Virginia,9/19/2020,"10,582",9/12/2020,"188,195","3,751,738",5.02
Virginia,9/26/2020,"9,377",9/19/2020,"173,717","3,751,738",4.63
Virginia,10/3/2020,"10,843",9/26/2020,"160,764","3,751,738",4.29
Virginia,10/10/2020,"9,110",10/3/2020,"142,220","3,762,558",3.78
Virginia,10/17/2020,"11,365",10/10/2020,"129,300","3,762,558",3.44
Virginia,10/24/2020,"12,352",10/17/2020,"127,621","3,762,558",3.39
Virginia,10/31/2020,"10,350",10/24/2020,"99,711","3,762,558",2.65
Washington,1/4/2020,"10,024",12/28/2019,"70,363","3,317,884",2.12
Washington,1/11/2020,"9,069",1/4/2020,"70,214","3,333,838",2.11
Washington,1/18/2020,"9,079",1/11/2020,"65,903","3,333,838",1.98
Washington,1/25/2020,"8,072",1/18/2020,"67,705","3,333,838",2.03
Washington,2/1/2020,"6,619",1/25/2020,"65,260","3,333,838",1.96
Washington,2/8/2020,"7,161",2/1/2020,"64,144","3,333,838",1.92
Washington,2/15/2020,"6,311",2/8/2020,"61,819","3,333,838",1.85
Washington,2/22/2020,"5,585",2/15/2020,"59,819","3,333,838",1.79
Washington,2/29/2020,"5,770",2/22/2020,"58,586","3,333,838",1.76
